seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
VI	156189	156221	33	+	19	3	Promoter	6	156145	157752	1608	1	YFR006W	YFR006W_mRNA	44
VI	156263	156310	48	+	37	6	Exon (YFR006W_mRNA/YFR006W, exon 1 of 1)	6	156145	157752	1608	1	YFR006W	YFR006W_mRNA	118
VI	159580	159580	1	+	7	1	Exon (YFR007W_mRNA/YFR007W, exon 1 of 1)	6	159299	160360	1062	1	YFR007W	YFR007W_mRNA	281
VI	160519	160519	1	+	14	1	Promoter	6	160535	161200	666	1	YFR008W	YFR008W_mRNA	-16
VI	162412	162447	36	+	70	5	Promoter	6	162488	164746	2259	1	YFR009W	YFR009W_mRNA	-41
VI	164647	164647	1	+	4	1	Promoter	6	165067	166566	1500	1	YFR010W	YFR010W_mRNA	-420
VI	164972	165032	61	+	74	10	Promoter	6	165067	166566	1500	1	YFR010W	YFR010W_mRNA	-35
VI	169851	169878	28	+	20	4	Promoter	6	169922	172285	2364	1	YFR013W	YFR013W_mRNA	-44
VI	184482	184492	11	+	17	2	Promoter	6	184502	191338	6837	1	YFR019W	YFR019W_mRNA	-10
VI	194718	194718	1	+	4	1	Promoter	6	194812	196314	1503	1	YFR021W	YFR021W_mRNA	-94
VI	196543	196543	1	+	4	1	Promoter	6	196833	199034	2202	1	YFR022W	YFR022W_mRNA	-290
VI	196606	196606	1	+	4	1	Promoter	6	196833	199034	2202	1	YFR022W	YFR022W_mRNA	-227
VI	196706	196706	1	+	7	1	Promoter	6	196833	199034	2202	1	YFR022W	YFR022W_mRNA	-127
VI	196796	196796	1	+	4	1	Promoter	6	196833	199034	2202	1	YFR022W	YFR022W_mRNA	-37
VI	196830	196830	1	+	5	1	Promoter	6	196833	199034	2202	1	YFR022W	YFR022W_mRNA	-3
VI	207377	207389	13	+	12	2	Promoter	6	207452	208297	846	1	YFR027W	YFR027W_mRNA	-63
VI	213258	213258	1	+	4	1	Promoter	6	213312	216419	3108	1	YFR030W	YFR030W_mRNA	-54
VI	226919	226941	23	+	27	4	Promoter	6	226963	227337	375	1	YFR036W	YFR036W_mRNA	-22
VI	229354	229403	50	+	26	6	Promoter	6	229380	231941	2562	1	YFR038W	YFR038W_mRNA	0
VI	233943	233974	32	+	42	5	Promoter	6	234242	237250	3009	1	YFR040W	YFR040W_mRNA	-268
VI	234004	234016	13	+	27	2	Promoter	6	234242	237250	3009	1	YFR040W	YFR040W_mRNA	-226
VI	238401	238410	10	+	17	2	Promoter	6	238458	239060	603	1	YFR042W	YFR042W_mRNA	-48
VI	238463	238463	1	+	4	1	Promoter	6	238458	239060	603	1	YFR042W	YFR042W_mRNA	5
VI	245440	245440	1	+	5	1	Promoter	6	246146	248134	1989	1	YFR048W	YFR048W_mRNA	-706
VI	246092	246094	3	+	12	2	Promoter	6	246146	248134	1989	1	YFR048W	YFR048W_mRNA	-52
VI	248337	248364	28	+	55	7	Promoter	6	248523	248894	372	1	YFR049W	YFR049W_mRNA	-159
VI	248507	248517	11	+	9	2	Promoter	6	248523	248894	372	1	YFR049W	YFR049W_mRNA	-6
VI	252465	252486	22	+	65	4	Promoter	6	252505	253329	825	1	YFR052W	YFR052W_mRNA	-19
VI	264088	264088	1	+	7	1	Promoter	6	264204	265226	1023	1	YFR055W	YFR055W_mRNA	-116
VI	264150	264198	49	+	94	7	Promoter	6	264204	265226	1023	1	YFR055W	YFR055W_mRNA	-6
VI	16489	16494	6	-	27	3	Downstream (2-3kb)	6	14305	15431	1127	2	YFL056C	YFL056C	-1063
VI	22838	22838	1	-	5	1	Promoter	6	20847	22787	1941	2	YFL054C	YFL054C_mRNA	-51
VI	27847	27904	58	-	22	5	Distal Intergenic	6	30058	30540	483	2	YFL051C	YFL051C_mRNA	2693
VI	44399	44411	13	-	13	2	Promoter	6	43628	44392	765	2	YFL045C	YFL045C_mRNA	-19
VI	44467	44483	17	-	38	2	Promoter	6	43628	44392	765	2	YFL045C	YFL045C_mRNA	-91
VI	45542	45542	1	-	8	1	Promoter	6	44655	45560	906	2	YFL044C	YFL044C_mRNA	18
VI	45579	45595	17	-	34	3	Promoter	6	44655	45560	906	2	YFL044C	YFL044C_mRNA	-35
VI	46364	46364	1	-	4	1	Promoter	6	44655	45560	906	2	YFL044C	YFL044C_mRNA	-804
VI	47764	47777	14	-	21	2	Promoter	6	45720	47744	2025	2	YFL042C	YFL042C_mRNA	-33
VI	53493	53493	1	-	4	1	Exon (YFL039C_mRNA/YFL039C, exon 2 of 2)	6	53260	54696	1437	2	YFL039C	YFL039C_mRNA	1203
VI	54258	54258	1	-	4	1	Exon (YFL039C_mRNA/YFL039C, exon 2 of 2)	6	53260	54696	1437	2	YFL039C	YFL039C_mRNA	438
VI	54789	54844	56	-	160	9	Promoter	6	53260	54696	1437	2	YFL039C	YFL039C_mRNA	-148
VI	54883	54888	6	-	12	2	Promoter	6	53260	54696	1437	2	YFL039C	YFL039C_mRNA	-192
VI	55443	55479	37	-	15	3	Exon (YFL038C_mRNA/YFL038C, exon 1 of 1)	6	55366	55986	621	2	YFL038C	YFL038C_mRNA	543
VI	55584	55601	18	-	12	3	Exon (YFL038C_mRNA/YFL038C, exon 1 of 1)	6	55366	55986	621	2	YFL038C	YFL038C_mRNA	402
VI	55684	55684	1	-	4	1	Exon (YFL038C_mRNA/YFL038C, exon 1 of 1)	6	55366	55986	621	2	YFL038C	YFL038C_mRNA	302
VI	55731	55731	1	-	4	1	Exon (YFL038C_mRNA/YFL038C, exon 1 of 1)	6	55366	55986	621	2	YFL038C	YFL038C_mRNA	255
VI	55802	55802	1	-	7	1	Exon (YFL038C_mRNA/YFL038C, exon 1 of 1)	6	55366	55986	621	2	YFL038C	YFL038C_mRNA	184
VI	55943	55943	1	-	4	1	Promoter	6	55366	55986	621	2	YFL038C	YFL038C_mRNA	43
VI	56001	56069	69	-	200	12	Promoter	6	55366	55986	621	2	YFL038C	YFL038C_mRNA	-83
VI	64021	64047	27	-	38	4	Promoter	6	63016	63993	978	2	YFL034C-B	YFL034C-B_mRNA	-54
VI	64964	64977	14	-	69	5	Promoter	6	64243	64932	690	2	YFL034C-A	YFL034C-A_mRNA	-45
VI	69540	69550	11	-	14	3	Exon (YFL033C_mRNA/YFL033C, exon 1 of 1)	6	64243	64932	690	2	YFL034C-A	YFL034C-A_mRNA	-4618
VI	74551	74551	1	-	4	1	Promoter	6	69115	74427	5313	2	YFL033C	YFL033C_mRNA	-124
VI	74595	74617	23	-	24	4	Promoter	6	69115	74427	5313	2	YFL033C	YFL033C_mRNA	-190
VI	79173	79173	1	-	4	1	Promoter	6	78055	79161	1107	2	YFL029C	YFL029C_mRNA	-12
VI	79200	79200	1	-	13	1	Promoter	6	78055	79161	1107	2	YFL029C	YFL029C_mRNA	-39
VI	80235	80235	1	-	6	1	Promoter	6	79344	80213	870	2	YFL028C	YFL028C_mRNA	-22
VI	81904	81927	24	-	13	3	Promoter	6	80419	81912	1494	2	YFL027C	YFL027C_mRNA	0
VI	81962	81962	1	-	6	1	Promoter	6	80419	81912	1494	2	YFL027C	YFL027C_mRNA	-50
VI	87313	87313	1	-	5	1	Promoter	6	84145	87234	3090	2	YFL025C	YFL025C_mRNA	-79
VI	89335	89335	1	-	4	1	Exon (YFL024C_mRNA/YFL024C, exon 1 of 1)	6	87847	90345	2499	2	YFL024C	YFL024C_mRNA	1010
VI	89386	89395	10	-	9	2	Exon (YFL024C_mRNA/YFL024C, exon 1 of 1)	6	87847	90345	2499	2	YFL024C	YFL024C_mRNA	959
VI	90619	90619	1	-	4	1	Promoter	6	87847	90345	2499	2	YFL024C	YFL024C_mRNA	-274
VI	95019	95019	1	-	4	1	Promoter	6	93499	95010	1512	2	YFL022C	YFL022C_mRNA	-9
VI	95069	95071	3	-	10	2	Promoter	6	93499	95010	1512	2	YFL022C	YFL022C_mRNA	-61
VI	103153	103153	1	-	6	1	Promoter	6	101628	103127	1500	2	YFL018C	YFL018C_mRNA	-26
VI	103181	103222	42	-	98	9	Promoter	6	101628	103127	1500	2	YFL018C	YFL018C_mRNA	-95
VI	104399	104421	23	-	12	2	Promoter	6	103983	104462	480	2	YFL017C	YFL017C_mRNA	63
VI	104491	104494	4	-	14	2	Promoter	6	103983	104462	480	2	YFL017C	YFL017C_mRNA	-32
VI	105079	105079	1	-	4	1	Promoter	6	103983	104462	480	2	YFL017C	YFL017C_mRNA	-617
VI	106305	106305	1	-	4	1	Promoter	6	104701	106236	1536	2	YFL016C	YFL016C_mRNA	-69
VI	109952	109952	1	-	5	1	Promoter	6	107852	109930	2079	2	YFL013C	YFL013C_mRNA	-22
VI	115763	115786	24	-	57	5	Promoter	6	115108	115743	636	2	YFL010C	YFL010C_mRNA	-43
VI	145839	145839	1	-	9	1	Exon (YFL002C_mRNA/YFL002C, exon 1 of 1)	6	145114	146934	1821	2	YFL002C	YFL002C_mRNA	1095
VI	146950	146950	1	-	4	1	Promoter	6	145114	146934	1821	2	YFL002C	YFL002C_mRNA	-16
VI	153101	153193	93	-	220	17	Promoter	6	152657	153124	468	2	YFR003C	YFR003C_mRNA	0
VI	153249	153249	1	-	14	1	Promoter	6	152657	153124	468	2	YFR003C	YFR003C_mRNA	-125
VI	155880	155880	1	-	4	1	Promoter	6	154527	155873	1347	2	YFR005C	YFR005C_mRNA	-7
VI	167262	167302	41	-	78	11	Promoter	6	166746	167258	513	2	YFR011C	YFR011C_mRNA	-44
VI	173875	173936	62	-	49	6	Promoter	6	172537	173877	1341	2	YFR014C	YFR014C_mRNA	0
VI	174813	174816	4	-	8	2	Promoter	6	172537	173877	1341	2	YFR014C	YFR014C_mRNA	-939
VI	174917	174917	1	-	5	1	Exon (YFR015C_mRNA/YFR015C, exon 1 of 1)	6	172537	173877	1341	2	YFR014C	YFR014C_mRNA	-1040
VI	176449	176482	34	-	59	7	Promoter	6	174265	176391	2127	2	YFR015C	YFR015C_mRNA	-91
VI	180743	180795	53	-	60	7	Promoter	6	177042	180743	3702	2	YFR016C	YFR016C_mRNA	0
VI	180827	180858	32	-	50	7	Promoter	6	177042	180743	3702	2	YFR016C	YFR016C_mRNA	-115
VI	180895	180895	1	-	4	1	Distal Intergenic	6	180974	181044	71	2	tG(GCC)F2	tG(GCC)F2_tRNA	149
VI	182904	182939	36	-	98	8	Promoter	6	182274	182861	588	2	YFR017C	YFR017C_mRNA	-78
VI	184260	184289	30	-	72	9	Promoter	6	183131	184222	1092	2	YFR018C	YFR018C_mRNA	-67
VI	203440	203443	4	-	17	2	Promoter	6	201960	203433	1474	2	YFR024C-A	YFR024C-A_mRNA	-10
VI	204756	204790	35	-	22	3	Promoter	6	203743	204750	1008	2	YFR025C	YFR025C_mRNA	-40
VI	210104	210136	33	-	25	4	Promoter	6	208413	210068	1656	2	YFR028C	YFR028C_mRNA	-68
VI	220141	220151	11	-	10	2	Promoter	6	216594	220106	3513	2	YFR031C	YFR031C_mRNA	-45
VI	220815	220815	1	-	4	1	Exon (YFR031C-A_mRNA/YFR031C-A, exon 2 of 2)	6	220507	221418	912	2	YFR031C-A	YFR031C-A_mRNA	603
VI	220960	220960	1	-	4	1	Exon (YFR031C-A_mRNA/YFR031C-A, exon 2 of 2)	6	220507	221418	912	2	YFR031C-A	YFR031C-A_mRNA	458
VI	221043	221066	24	-	10	2	Exon (YFR031C-A_mRNA/YFR031C-A, exon 2 of 2)	6	220507	221418	912	2	YFR031C-A	YFR031C-A_mRNA	375
VI	221423	221461	39	-	112	11	Promoter	6	220507	221418	912	2	YFR031C-A	YFR031C-A_mRNA	-43
VI	223440	223440	1	-	5	1	Promoter	6	223258	223437	180	2	YFR032C-A	YFR032C-A_mRNA	-3
VI	223793	223806	14	-	58	3	Exon (YFR032C-B_mRNA/YFR032C-B, exon 1 of 1)	6	223710	223973	264	2	YFR032C-B	YFR032C-B_mRNA	180
VI	224682	224704	23	-	11	2	Promoter	6	224326	224769	444	2	YFR033C	YFR033C_mRNA	87
VI	224738	224896	159	-	636	42	Promoter	6	224326	224769	444	2	YFR033C	YFR033C_mRNA	0
VI	225979	225993	15	-	44	4	Promoter	6	225020	225958	939	2	YFR034C	YFR034C_mRNA	-35
VI	229184	229224	41	-	71	6	Promoter	6	227513	229186	1674	2	YFR037C	YFR037C_mRNA	0
VI	233299	233299	1	-	4	1	Exon (YFR039C_mRNA/YFR039C, exon 1 of 1)	6	232012	233544	1533	2	YFR039C	YFR039C_mRNA	245
VI	233665	233673	9	-	10	2	Promoter	6	232012	233544	1533	2	YFR039C	YFR039C_mRNA	-129
VI	238261	238310	50	-	32	5	Promoter	6	237368	238255	888	2	YFR041C	YFR041C_mRNA	-55
VI	239850	239850	1	-	6	1	Promoter	6	239114	239827	714	2	YFR043C	YFR043C_mRNA	-23
VI	241447	241460	14	-	30	3	Promoter	6	239992	241437	1446	2	YFR044C	YFR044C_mRNA	-23
VI	243652	243652	1	-	4	1	Exon (YFR046C_mRNA/YFR046C, exon 1 of 1)	6	243074	244159	1086	2	YFR046C	YFR046C_mRNA	507
VI	245184	245206	23	-	8	2	Promoter	6	244279	245166	888	2	YFR047C	YFR047C_mRNA	-40
VI	249872	249872	1	-	6	1	Promoter	6	249066	249866	801	2	YFR050C	YFR050C_mRNA	-6
VI	249901	249958	58	-	57	6	Promoter	6	249066	249866	801	2	YFR050C	YFR050C_mRNA	-92
VI	251808	251856	49	-	75	7	Promoter	6	250163	251803	1641	2	YFR051C	YFR051C_mRNA	-53
VI	255131	255168	38	-	160	12	Promoter	6	253592	255049	1458	2	YFR053C	YFR053C_mRNA	-119
VI	255622	255642	21	-	10	2	Promoter	6	253592	255049	1458	2	YFR053C	YFR053C_mRNA	-593
VII	14466	14466	1	+	4	1	Promoter	7	15159	16307	1149	1	YGL256W	YGL256W_mRNA	-693
VII	14661	14670	10	+	10	2	Promoter	7	15159	16307	1149	1	YGL256W	YGL256W_mRNA	-489
VII	18896	18896	1	+	4	1	Distal Intergenic	7	20978	22108	1131	1	YGL255W	YGL255W_mRNA	-2082
VII	23879	23906	28	+	77	4	Promoter	7	23935	25395	1461	1	YGL253W	YGL253W_mRNA	-29
VII	24653	24653	1	+	5	1	Exon (YGL253W_mRNA/YGL253W, exon 1 of 1)	7	23935	25395	1461	1	YGL253W	YGL253W_mRNA	718
VII	24713	24733	21	+	8	2	Exon (YGL253W_mRNA/YGL253W, exon 1 of 1)	7	23935	25395	1461	1	YGL253W	YGL253W_mRNA	778
VII	24788	24788	1	+	4	1	Exon (YGL253W_mRNA/YGL253W, exon 1 of 1)	7	23935	25395	1461	1	YGL253W	YGL253W_mRNA	853
VII	31869	31869	1	+	7	1	Promoter	7	31910	32635	726	1	YGL250W	YGL250W_mRNA	-41
VII	31906	31916	11	+	14	2	Promoter	7	31910	32635	726	1	YGL250W	YGL250W_mRNA	0
VII	35493	35508	16	+	25	4	Promoter	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	-145
VII	35557	35557	1	+	8	1	Promoter	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	-96
VII	35589	35599	11	+	16	2	Promoter	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	-54
VII	35680	35680	1	+	18	1	Promoter	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	27
VII	35707	35707	1	+	5	1	Promoter	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	54
VII	35737	35742	6	+	14	2	Promoter	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	84
VII	35773	35810	38	+	16	4	Exon (YGL248W_mRNA/YGL248W, exon 1 of 1)	7	35653	36762	1110	1	YGL248W	YGL248W_mRNA	120
VII	36930	36943	14	+	14	2	Promoter	7	36933	37526	594	1	YGL247W	YGL247W_mRNA	0
VII	38986	39008	23	+	33	4	Promoter	7	39023	41149	2127	1	YGL245W	YGL245W_mRNA	-15
VII	39870	39870	1	+	4	1	Exon (YGL245W_mRNA/YGL245W, exon 1 of 1)	7	39023	41149	2127	1	YGL245W	YGL245W_mRNA	847
VII	40360	40360	1	+	4	1	Exon (YGL245W_mRNA/YGL245W, exon 1 of 1)	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-1138
VII	40515	40515	1	+	4	1	Promoter	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-983
VII	40565	40565	1	+	8	1	Promoter	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-933
VII	40596	40596	1	+	4	1	Promoter	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-902
VII	40660	40697	38	+	25	5	Promoter	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-801
VII	40756	40756	1	+	4	1	Promoter	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-742
VII	40796	40798	3	+	8	2	Promoter	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-700
VII	41438	41489	52	+	159	9	Promoter	7	41498	43174	1677	1	YGL244W	YGL244W_mRNA	-9
VII	43333	43333	1	+	12	1	Promoter	7	43307	44509	1203	1	YGL243W	YGL243W_mRNA	26
VII	48594	48594	1	+	4	1	Promoter	7	48613	49365	753	1	YGL240W	YGL240W_mRNA	-19
VII	49509	49509	1	+	4	1	Promoter	7	49552	52434	2883	1	YGL238W	YGL238W_mRNA	-43
VII	49549	49549	1	+	10	1	Promoter	7	49552	52434	2883	1	YGL238W	YGL238W_mRNA	-3
VII	56386	56386	1	+	6	1	Promoter	7	56482	58890	2409	1	YGL234W	YGL234W_mRNA	-96
VII	56417	56417	1	+	12	1	Promoter	7	56482	58890	2409	1	YGL234W	YGL234W_mRNA	-65
VII	56448	56464	17	+	10	2	Promoter	7	56482	58890	2409	1	YGL234W	YGL234W_mRNA	-18
VII	59090	59101	12	+	15	3	Promoter	7	59122	61854	2733	1	YGL233W	YGL233W_mRNA	-21
VII	62032	62066	35	+	99	7	Promoter	7	62075	63002	928	1	YGL232W	YGL232W_mRNA	-9
VII	67544	67555	12	+	29	3	Promoter	7	67598	69331	1734	1	YGL228W	YGL228W_mRNA	-43
VII	69626	69644	19	+	25	4	Promoter	7	69671	72547	2877	1	YGL227W	YGL227W_mRNA	-27
VII	73296	73345	50	+	102	9	Promoter	7	73340	73711	372	1	YGL226W	YGL226W_mRNA	0
VII	74914	74914	1	+	7	1	Downstream (2-3kb)	7	73340	73711	372	1	YGL226W	YGL226W_mRNA	1574
VII	76853	76865	13	+	17	3	Promoter	7	76894	77907	1014	1	YGL225W	YGL225W_mRNA	-29
VII	82439	82462	24	+	49	5	Promoter	7	82374	82736	363	1	YGL220W	YGL220W_mRNA	65
VII	84618	84618	1	+	5	1	Promoter	7	84885	87302	2418	1	YGL216W	YGL216W_mRNA	-267
VII	87509	87516	8	+	56	3	Promoter	7	87981	89339	1359	1	YGL215W	YGL215W_mRNA	-465
VII	91447	91458	12	+	55	3	Promoter	7	91432	92382	951	1	YGL212W	YGL212W_mRNA	15
VII	92495	92495	1	+	4	1	Promoter	7	92512	93591	1080	1	YGL211W	YGL211W_mRNA	-17
VII	93730	93772	43	+	97	9	Promoter	7	93792	94460	669	1	YGL210W	YGL210W_mRNA	-20
VII	95806	95826	21	+	68	5	Promoter	7	95858	97006	1149	1	YGL209W	YGL209W_mRNA	-32
VII	97288	97338	51	+	42	5	Promoter	7	97338	98585	1248	1	YGL208W	YGL208W_mRNA	0
VII	98876	98876	1	+	25	1	Promoter	7	98969	102076	3108	1	YGL207W	YGL207W_mRNA	-93
VII	101717	101717	1	+	4	1	Exon (YGL207W_mRNA/YGL207W, exon 1 of 1)	7	98969	102076	3108	1	YGL207W	YGL207W_mRNA	2748
VII	114922	114934	13	+	8	2	Promoter	7	115488	115583	96	1	tK(UUU)G1	tK(UUU)G1_tRNA	-554
VII	115926	115936	11	+	37	4	Promoter	7	116059	117561	1503	1	YGL202W	YGL202W_mRNA	-123
VII	115995	116026	32	+	20	4	Promoter	7	116059	117561	1503	1	YGL202W	YGL202W_mRNA	-33
VII	123569	123584	16	+	13	3	Promoter	7	123591	124298	708	1	YGL198W	YGL198W_mRNA	-7
VII	124529	124529	1	+	4	1	Promoter	7	124698	129161	4464	1	YGL197W	YGL197W_mRNA	-169
VII	124575	124575	1	+	8	1	Promoter	7	124698	129161	4464	1	YGL197W	YGL197W_mRNA	-123
VII	129818	129822	5	+	25	2	Promoter	7	129883	131169	1287	1	YGL196W	YGL196W_mRNA	-61
VII	131482	131503	22	+	26	2	Promoter	7	131525	139543	8019	1	YGL195W	YGL195W_mRNA	-22
VII	139127	139127	1	+	4	1	Exon (YGL195W_mRNA/YGL195W, exon 1 of 1)	7	142246	144048	1803	1	YGL192W	YGL192W_mRNA	-3119
VII	144701	144710	10	+	12	2	Promoter	7	144808	145197	390	1	YGL191W	YGL191W_mRNA	-98
VII	144770	144788	19	+	38	4	Promoter	7	144808	145197	390	1	YGL191W	YGL191W_mRNA	-20
VII	147827	147831	5	+	8	2	Distal Intergenic	7	144808	145197	390	1	YGL191W	YGL191W_mRNA	3019
VII	147871	147871	1	+	4	1	Distal Intergenic	7	144808	145197	390	1	YGL191W	YGL191W_mRNA	3063
VII	157844	157874	31	+	57	8	Promoter	7	157906	159096	1191	1	YGL181W	YGL181W_mRNA	-32
VII	159495	159505	11	+	28	3	Promoter	7	160065	162758	2694	1	YGL180W	YGL180W_mRNA	-560
VII	159536	159536	1	+	4	1	Promoter	7	160065	162758	2694	1	YGL180W	YGL180W_mRNA	-529
VII	159879	159879	1	+	6	1	Promoter	7	160065	162758	2694	1	YGL180W	YGL180W_mRNA	-186
VII	167792	167807	16	+	21	4	Exon (YGL177W_mRNA/YGL177W, exon 1 of 1)	7	167559	167906	348	1	YGL177W	YGL177W_mRNA	233
VII	167848	167848	1	+	14	1	Exon (YGL177W_mRNA/YGL177W, exon 1 of 1)	7	167559	167906	348	1	YGL177W	YGL177W_mRNA	289
VII	174522	174536	15	+	36	5	Promoter	7	174545	175345	801	1	YGL174W	YGL174W_mRNA	-9
VII	180684	180693	10	+	13	2	Promoter	7	180700	182118	1419	1	YGL172W	YGL172W_mRNA	-7
VII	182315	182390	76	+	153	14	Promoter	7	182390	184084	1695	1	YGL171W	YGL171W_mRNA	0
VII	191104	191144	41	+	89	8	Promoter	7	191129	191806	678	1	YGL166W	YGL166W_mRNA	0
VII	200438	200438	1	+	7	1	Promoter	7	200561	202273	1713	1	YGL160W	YGL160W_mRNA	-123
VII	208898	208965	68	+	50	9	Promoter	7	209006	210049	1044	1	YGL157W	YGL157W_mRNA	-41
VII	216219	216275	57	+	107	9	Promoter	7	216273	217298	1026	1	YGL153W	YGL153W_mRNA	0
VII	217465	217479	15	+	28	3	Promoter	7	217524	220922	3399	1	YGL151W	YGL151W_mRNA	-45
VII	226301	226301	1	+	5	1	Promoter	7	226399	227529	1131	1	YGL148W	YGL148W_mRNA	-98
VII	226337	226388	52	+	125	11	Promoter	7	226399	227529	1131	1	YGL148W	YGL148W_mRNA	-11
VII	230171	230195	25	+	47	5	Promoter	7	230243	232348	2106	1	YGL145W	YGL145W_mRNA	-48
VII	238345	238345	1	+	9	1	Promoter	7	238353	241085	2733	1	YGL141W	YGL141W_mRNA	-8
VII	245388	245413	26	+	21	4	Promoter	7	245716	248124	2409	1	YGL139W	YGL139W_mRNA	-303
VII	249841	249845	5	+	20	2	Promoter	7	249869	252738	2870	1	YGL137W	YGL137W_mRNA	-24
VII	254518	254518	1	+	4	1	Promoter	7	254641	255294	654	1	YGL135W	YGL135W_mRNA	-123
VII	254549	254600	52	+	145	7	Promoter	7	254641	255294	654	1	YGL135W	YGL135W_mRNA	-41
VII	254971	254971	1	+	4	1	Exon (YGL135W_mRNA/YGL135W, exon 1 of 1)	7	254641	255294	654	1	YGL135W	YGL135W_mRNA	330
VII	255542	255566	25	+	25	4	Promoter	7	255663	256964	1302	1	YGL134W	YGL134W_mRNA	-97
VII	255593	255593	1	+	6	1	Promoter	7	255663	256964	1302	1	YGL134W	YGL134W_mRNA	-70
VII	266093	266103	11	+	28	3	Promoter	7	266145	267524	1380	1	YGL130W	YGL130W_mRNA	-42
VII	270924	270924	1	+	4	1	Promoter	7	270997	272139	1143	1	YGL126W	YGL126W_mRNA	-73
VII	270961	270961	1	+	9	1	Promoter	7	270997	272139	1143	1	YGL126W	YGL126W_mRNA	-36
VII	272351	272351	1	+	5	1	Promoter	7	272520	274322	1803	1	YGL125W	YGL125W_mRNA	-169
VII	272378	272404	27	+	14	2	Promoter	7	272520	274322	1803	1	YGL125W	YGL125W_mRNA	-116
VII	277486	277598	113	+	185	14	Promoter	7	277617	278381	765	1	YGL123W	YGL123W_mRNA	-19
VII	284390	284435	46	+	49	7	Promoter	7	284442	285947	1506	1	YGL119W	YGL119W_mRNA	-7
VII	288397	288397	1	+	6	1	Promoter	7	288512	289309	798	1	YGL117W	YGL117W_mRNA	-115
VII	288438	288475	38	+	15	3	Promoter	7	288014	288451	438	2	YGL118C	YGL118C_mRNA	0
VII	289668	289668	1	+	7	1	Promoter	7	289809	291641	1833	1	YGL116W	YGL116W_mRNA	-141
VII	291906	291945	40	+	60	6	Promoter	7	292033	293001	969	1	YGL115W	YGL115W_mRNA	-88
VII	293190	293228	39	+	69	10	Promoter	7	293460	295637	2178	1	YGL114W	YGL114W_mRNA	-232
VII	293443	293443	1	+	4	1	Promoter	7	293460	295637	2178	1	YGL114W	YGL114W_mRNA	-17
VII	295844	295847	4	+	14	2	Promoter	7	295932	297938	2007	1	YGL113W	YGL113W_mRNA	-85
VII	295902	295910	9	+	11	2	Promoter	7	295932	297938	2007	1	YGL113W	YGL113W_mRNA	-22
VII	299925	299957	33	+	28	4	Promoter	7	299978	301369	1392	1	YGL111W	YGL111W_mRNA	-21
VII	300602	300602	1	+	5	1	Exon (YGL111W_mRNA/YGL111W, exon 1 of 1)	7	299978	301369	1392	1	YGL111W	YGL111W_mRNA	624
VII	306528	306572	45	+	89	8	Promoter	7	306560	307009	450	1	YGL106W	YGL106W_mRNA	0
VII	307372	307422	51	+	229	12	Promoter	7	307437	308567	1131	1	YGL105W	YGL105W_mRNA	-15
VII	307726	307728	3	+	8	2	Exon (YGL105W_mRNA/YGL105W, exon 1 of 1)	7	307437	308567	1131	1	YGL105W	YGL105W_mRNA	289
VII	310930	310959	30	+	286	12	Promoter	7	310967	311927	961	1	YGL103W	YGL103W_mRNA	-8
VII	312143	312181	39	+	44	4	Promoter	7	312193	312840	648	1	YGL101W	YGL101W_mRNA	-12
VII	313197	313213	17	+	38	3	Promoter	7	313234	314283	1050	1	YGL100W	YGL100W_mRNA	-21
VII	314567	314567	1	+	9	1	Promoter	7	314631	316553	1923	1	YGL099W	YGL099W_mRNA	-64
VII	314594	314611	18	+	18	3	Promoter	7	314631	316553	1923	1	YGL099W	YGL099W_mRNA	-20
VII	316788	316788	1	+	10	1	Promoter	7	316788	317055	268	1	snR82	snR82_snoRNA	0
VII	317289	317319	31	+	38	5	Promoter	7	317342	318079	738	1	YGL098W	YGL098W_mRNA	-23
VII	321742	321742	1	+	8	1	Promoter	7	321782	323230	1449	1	YGL097W	YGL097W_mRNA	-40
VII	334827	334827	1	+	5	1	Promoter	7	334886	337639	2754	1	YGL093W	YGL093W_mRNA	-59
VII	334857	334857	1	+	4	1	Promoter	7	334886	337639	2754	1	YGL093W	YGL093W_mRNA	-29
VII	337791	337794	4	+	10	2	Promoter	7	337906	341859	3954	1	YGL092W	YGL092W_mRNA	-112
VII	343268	343287	20	+	42	4	Promoter	7	343319	344584	1266	1	YGL090W	YGL090W_mRNA	-32
VII	345986	345986	1	+	17	1	Promoter	7	345986	346230	245	1	snR10	snR10_snoRNA	0
VII	347160	347187	28	+	79	6	Promoter	7	347119	349368	2250	1	YGL086W	YGL086W_mRNA	41
